# Creation Date: Tue Mar 17 15:46:45 2015
# Data from the EMEC Catalogue (Gruenthal, G. & Wahlstroem, R., 2012)
# Contact address: ggrue@gfz-potsdam.de
# For technical questions: lemgo@gfz-potsdam.de
------------------------------------------------------------------------------------------------
# Indices at original magnitudes M_orig: w for Mw or Mo, L for ML, S for MS, b for mb, d for Md.
# The focal depth is given in km.
------------------------------------------------------------------------------------------------
# Requested data:
# Coordinate Range Lat: 40.0/50.5 Lon: -10.0/10.5
# Time: 1000 - 2006
# File Format:
# year;month;day;hour;minute;latitude;longitude;depth;intensity;M_orig;type;Mw ;Mw_err;reference
------------------------------------------------------------------------------------------------
 1899 ;    9; 26;   2;      ;  46.35 ;    7.02 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1899 ;   11;  7;  12;    10;  46.05 ;    7.18 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1900 ;    4;  5;  22;    27;  44.30 ;    7.05 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1900 ;    4; 22;   0;    20;  43.80 ;    7.93 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1900 ;    5; 10;   8;      ;  44.30 ;    7.08 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1900 ;    5; 18;   0;    24;  46.38 ;    6.80 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1900 ;    6;  3;   3;    40;  48.15 ;    7.55 ;     ;     6.5 ;      ;    ;4.6;      ;     Ley
 1900 ;    6;  4;   0;    30;  48.37 ;    7.43 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1900 ;    6;  4;   2;    30;  48.28 ;    7.35 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1900 ;    8;  6;  23;      ;  47.00 ;    9.10 ;     ;       5 ;   4.3;  w ;4.3;      ; ECOS-09
 1900 ;    8; 16;  21;      ;  45.42 ;    7.50 ;     ;       6 ;   4.8;  w ;4.8; 0.26 ;  CPTI04
 1900 ;   10; 26;   6;      ;  46.92 ;    9.17 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1900 ;   12; 10;  18;      ;  46.87 ;    9.53 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1901 ;   10; 30;  14;    49;  45.58 ;   10.49 ;     ;       8 ;   5.7;  w ;5.7;  0.1 ;  CPTI08
 1901 ;   11; 18;  22;    25;  46.13 ;    0.35 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1902 ;    1; 21;  20;    40;  47.00 ;    8.30 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1902 ;    3;  5;   7;     6;  44.09 ;   10.46 ;     ;       7 ;     5;  w ;5.0; 0.17 ;  CPTI08
 1901 ;    2; 15;   5;    30;  46.45 ;    6.40 ;     ;       5 ;   4.4;  w ;4.4;      ; ECOS-09
 1901 ;    2; 17;   5;    30;  46.38 ;    6.25 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1901 ;    3; 29;   7;     5;  45.17 ;    7.17 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1901 ;    4; 20;   9;    35;  44.33 ;    7.50 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1901 ;    4; 26;  12;      ;  46.55 ;    9.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1901 ;    5; 13;   8;    21;  44.60 ;    5.00 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1901 ;    5; 22;   7;    57;  47.57 ;    7.50 ;     ;       6 ;   4.7;  w ;4.7;      ; ECOS-09
 1901 ;    5; 25;   3;    59;  44.92 ;    7.57 ;     ;     5.5 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1902 ;    5;  6;   3;     2;  43.10 ;   -0.67 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1902 ;    7; 11;    ;      ;  47.57 ;    8.90 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1902 ;    8;  4;  22;    37;  44.20 ;   10.20 ;     ;       7 ;   5.2;  w ;5.2; 0.34 ;  CPTI08
 1902 ;    9;  8;   2;    21;  43.18 ;   -0.60 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1902 ;   11; 29;   2;      ;  47.15 ;   -0.73 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1902 ;   12;  4;  16;    35;  44.20 ;   10.20 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1902 ;   12;  5;   0;     5;  47.42 ;   -3.13 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1902 ;   12;  6;   3;    10;  47.00 ;    8.30 ;     ;     5.5 ;   4.3;  w ;4.3;      ; ECOS-09
 1903 ;    1;  3;   3;    57;  46.98 ;    9.48 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1903 ;    1; 26;  16;    45;  49.08 ;    8.17 ;    5;     5.5 ;      ;    ;3.7;      ;     Ley
 1903 ;    3; 10;  14;      ;  42.80 ;   -1.60 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1903 ;    3; 21;  21;    35;  44.30 ;    7.05 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1903 ;    3; 22;   5;     8;  49.08 ;    8.17 ;     ;       7 ;      ;    ;5.0;      ;     Ley
 1903 ;    4;  4;   2;      ;  43.88 ;    8.10 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1903 ;    4; 20;   8;    45;  42.30 ;    3.28 ;     ;       6 ;      ;    ;4.6;      ;    IGC1
 1903 ;    7;  4;  12;    15;  46.13 ;    0.35 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1903 ;    7; 11;   3;    45;  46.77 ;    9.57 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1903 ;    7; 27;   3;    46;  44.33 ;    9.95 ;     ;     7.5 ;   5.2;  w ;5.2; 0.17 ;  CPTI08
 1903 ;    9; 26;  22;    20;  46.57 ;    6.82 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1903 ;   10; 27;   2;    30;  46.23 ;   -1.13 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1903 ;   11;  3;  10;    29;  46.45 ;    6.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1904 ;    1; 11;  10;    23;  46.83 ;    9.80 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1904 ;    2; 13;  22;    30;  46.93 ;   -0.78 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1904 ;    2; 24;    ;      ;  42.00 ;   -8.80 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1904 ;    3; 28;  13;    20;  46.77 ;    7.24 ;     ;       5 ;   4.1;  w ;4.1;      ; ECOS-09
 1904 ;    4; 23;  16;    30;  50.48 ;    4.55 ;     ;       5 ;      ;    ;3.7;      ;     Cam
 1904 ;    6; 14;    ;      ;  41.57 ;   -3.22 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1904 ;    7; 12;   5;    31;  44.92 ;    6.67 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1904 ;    7; 13;  15;    10;  43.07 ;    0.12 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1904 ;    8; 31;   1;    10;  46.45 ;    7.05 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1904 ;   11; 15;  19;    15;  43.87 ;    7.73 ;     ;       5 ;   4.3;  w ;4.3; 0.34 ;  CPTI08
 1904 ;   12;  4;   5;    20;  46.93 ;    9.42 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1905 ;    1; 21;    ;      ;  44.90 ;    6.60 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1905 ;    4; 10;  10;      ;  44.28 ;    5.00 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1905 ;    4; 29;   1;    59;  46.09 ;    6.90 ;     ;         ;   5.6;  w ;5.6;      ;   CAS08
 1905 ;    5; 30;   5;      ;  44.55 ;    7.72 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1905 ;    6;  4;    ;      ;  45.92 ;    3.22 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1905 ;    7;  3;   8;    47;  47.00 ;    9.10 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1905 ;    8; 13;  10;    22;  45.98 ;    6.98 ;     ;       7 ;   5.2;  w ;5.2;      ; ECOS-09
 1905 ;    8; 16;  20;    57;  47.37 ;    8.70 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1905 ;   11; 25;  10;    57;  45.80 ;    0.13 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1905 ;   12;  6;   0;     8;  46.10 ;    7.00 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1905 ;   12; 17;  21;    45;  47.63 ;   -2.82 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1905 ;   12; 25;  17;     5;  46.81 ;    9.48 ;     ;         ;   4.7;  w ;4.7;      ;   BBG05
 1905 ;   12; 25;  17;    30;  46.80 ;    9.40 ;     ;       4 ;   3.6;  w ;3.6;      ; ECOS-09
 1905 ;   12; 26;   0;    25;  46.88 ;    9.43 ;     ;       6 ;   4.7;  w ;4.7;      ; ECOS-09
 1906 ;    6;  6;  11;    20;  46.03 ;    4.43 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1906 ;    8; 11;  10;      ;  43.96 ;    7.80 ;     ;       5 ;   4.5;  w ;4.5; 0.18 ;  CPTI08
 1906 ;    9; 20;   3;    26;  47.82 ;    6.77 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1906 ;   11; 10;  17;    55;  44.40 ;    9.59 ;     ;     5.5 ;   4.4;  w ;4.4; 0.28 ;  CPTI08
 1906 ;   11; 24;  13;    26;  46.80 ;    9.83 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1907 ;    3; 30;   0;    10;  47.00 ;    6.93 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1907 ;    4; 20;  13;    25;  46.51 ;   10.48 ;     ;       6 ;   4.7;  w ;4.7;  0.2 ;  CPTI08
 1907 ;   10; 12;  22;    45;  46.85 ;    7.20 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1907 ;   10; 22;    ;      ;  42.40 ;   -0.50 ;     ;       7 ;      ;    ;5.2;      ;   IGN10
 1907 ;   12;  9;   1;    30;  44.52 ;    5.10 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1907 ;   12; 12;   5;    33;  47.62 ;   -1.53 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1908 ;    9; 23;  23;    21;  47.25 ;   -0.45 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1908 ;   11; 12;   9;    14;  50.46 ;    5.64 ;     ;       6 ;      ;    ;4.3;      ;     Cam
 1908 ;   11; 18;   1;      ;  49.57 ;    2.42 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1909 ;    2; 10;   2;    40;  46.28 ;    6.72 ;     ;     4.5 ;   3.6;  w ;3.6;      ; ECOS-09
 1909 ;    3; 18;   2;    51;  44.50 ;   10.50 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1909 ;    4;  6;  21;    27;  42.05 ;    2.58 ;     ;       6 ;      ;    ;4.6;      ;    IGC1
 1909 ;    4; 24;   3;    47;  41.70 ;   -8.60 ;     ;       7 ;      ;    ;5.2;      ;   IGN10
 1909 ;    5; 27;   6;    10;  43.92 ;    8.12 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1909 ;    6; 11;  21;    14;  43.65 ;    5.32 ;     ;     8.5 ;      ;    ;6.0;      ;  SisF10
 1909 ;    6; 23;  19;    43;  46.87 ;   -1.23 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1909 ;    8;  5;  15;    11;  48.42 ;   -4.62 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1909 ;    9; 22;   6;    30;  43.65 ;    5.30 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1909 ;   10;  5;   1;    10;  44.83 ;    7.25 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1910 ;    1; 11;  13;    12;  41.20 ;   -7.80 ;     ;       7 ;      ;    ;5.2;      ;   IGN10
 1910 ;    1; 17;   1;    40;  47.98 ;    5.33 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1910 ;    1; 23;   1;    50;  44.90 ;    9.63 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1910 ;    2;  3;   1;    24;  46.38 ;    9.92 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1910 ;    3; 27;  17;    53;  48.43 ;    7.62 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1910 ;    4; 26;   4;     7;  41.67 ;   -7.83 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1910 ;    5; 26;   6;    12;  47.48 ;    7.47 ;     ;       6 ;   4.6;  w ;4.6;      ; ECOS-09
 1910 ;    6;  6;   1;    17;  41.50 ;   -8.60 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1910 ;    7;  6;   2;     8;  47.27 ;    8.65 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1910 ;   10;  1;  19;    12;  42.61 ;    0.53 ;     ;     5.5 ;      ;    ;4.3;      ;    IGC1
 1910 ;   11; 24;   9;    53;  43.53 ;   -8.25 ;     ;       7 ;      ;    ;5.2;      ;   IGN10
 1910 ;   12;  7;  19;    51;  47.73 ;    7.57 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1911 ;    2;  9;  18;    40;  41.70 ;   -8.90 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1911 ;    4; 24;  17;    19;  47.15 ;   10.34 ;    5;       6 ;      ;    ;3.8;      ; ZAMG09L
 1911 ;    6;  1;  22;    51;  50.45 ;    4.50 ;     ;       7 ;   4.2;  L ;3.9;      ;     Cam
 1911 ;    6;  3;  14;    35;  50.45 ;    4.50 ;     ;       6 ;   4.1;  L ;3.8;      ;     Cam
 1911 ;    7; 24;   1;    59;  43.18 ;   -0.23 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1911 ;    9;  6;   4;    21;  48.22 ;    9.00 ;   12;     5.5 ;      ;    ;3.8;      ;     Ley
 1911 ;    9; 21;  12;    34;  47.52 ;    9.17 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1911 ;   11; 16;  21;    25;  48.22 ;    9.00 ;   10;       8 ;   5.7;  w ;5.7;      ;   Kun86
 1911 ;   11; 23;   1;    59;  48.20 ;    9.03 ;     ;       6 ;      ;    ;4.2;      ;     Ley
 1911 ;   12; 12;   5;     8;  48.20 ;    9.03 ;    6;     5.5 ;      ;    ;3.7;      ;     Ley
 1911 ;   12; 14;    ;      ;  44.27 ;    4.90 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1912 ;    1; 14;   3;    11;  43.70 ;    8.05 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1912 ;    1; 17;   4;    39;  48.25 ;    9.02 ;    6;     5.5 ;      ;    ;3.7;      ;     Ley
 1912 ;    1; 17;   5;    12;  48.25 ;    9.02 ;    6;     5.5 ;      ;    ;3.7;      ;     Ley
 1912 ;    1; 19;   5;    45;  48.20 ;    9.03 ;    8;       6 ;      ;    ;4.2;      ;     Ley
 1912 ;    2;  9;  20;    17;  44.58 ;    6.53 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1912 ;    3; 31;   3;    52;  47.22 ;    7.83 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1912 ;    4; 15;  12;    52;  41.60 ;   -1.60 ;     ;       7 ;      ;    ;5.2;      ;   IGN10
 1912 ;    4; 25;  18;    30;  44.50 ;    3.00 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1912 ;    5;  4;  16;    48;  48.22 ;    8.97 ;   15;     5.5 ;      ;    ;3.9;      ;     Ley
 1912 ;    7; 14;  18;    47;  42.23 ;    2.57 ;     ;       6 ;      ;    ;4.6;      ;    IGC1
 1912 ;   10; 18;  21;    30;  41.38 ;   -8.38 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1912 ;   11; 16;   4;      ;  41.37 ;   -8.45 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1913 ;    2; 27;   3;    15;  47.90 ;    7.70 ;     ;       6 ;      ;    ;4.2;      ;   Ley96
 1913 ;    3; 23;   3;    10;  48.30 ;   -0.18 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1913 ;    5; 14;   7;    17;  43.88 ;    5.85 ;     ;     7.5 ;      ;    ;5.3;      ;  SisF10
 1913 ;    7; 20;  12;     6;  48.23 ;    9.01 ;   11;       7 ;     5;  w ;5.0;      ;   Kun86
 1913 ;    7; 24;   5;    15;  44.33 ;    7.33 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1913 ;    7; 24;  10;     7;  41.50 ;   -8.50 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1913 ;   10;  6;  22;    50;  46.95 ;    9.03 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1913 ;   10; 16;  15;    12;  46.08 ;    2.65 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1913 ;   10; 27;   4;    30;  41.67 ;   -8.72 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1913 ;   11;  2;   1;    50;  47.22 ;    7.40 ;     ;     5.5 ;   4.3;  w ;4.3;      ; ECOS-09
 1913 ;   11; 11;   7;    58;  47.22 ;    7.40 ;     ;     5.5 ;   4.3;  w ;4.3;      ; ECOS-09
 1913 ;   11; 25;  20;    55;  44.63 ;   10.28 ;     ;       5 ;   4.7;  w ;4.7; 0.25 ;  CPTI08
 1913 ;   12;  7;   1;    28;  44.75 ;    8.50 ;     ;     5.5 ;   4.7;  w ;4.7; 0.25 ;  CPTI08
 1913 ;   12; 10;  22;    10;  46.78 ;    9.47 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1913 ;   12; 15;   1;    45;  41.00 ;   -7.60 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1913 ;   12; 22;  11;    38;  46.77 ;    9.43 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1913 ;   12; 30;  22;    10;  46.87 ;    9.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1914 ;    1;  8;   0;    15;  48.38 ;   -3.20 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1914 ;    1; 15;   3;    27;  43.50 ;   10.20 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1914 ;    1; 15;   9;    56;  46.77 ;    9.43 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1914 ;    4;  7;  20;    15;  46.87 ;    9.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1914 ;    4;  8;   3;    34;  46.73 ;    9.45 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1914 ;    5; 22;  13;    37;  46.75 ;    9.40 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1914 ;    5; 23;   5;    36;  46.75 ;    9.40 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1914 ;    8;  7;   0;    50;  42.60 ;    0.53 ;     ;       7 ;      ;    ;5.2;      ;    IGC1
 1914 ;    8; 11;   9;     6;  42.58 ;    0.52 ;     ;     6.5 ;      ;    ;4.9;      ;    IGC1
 1914 ;   10; 26;   3;    43;  45.07 ;    7.34 ;     ;       7 ;   5.4;  w ;5.4; 0.16 ;  CPTI08
 1914 ;   10; 26;  16;    22;  45.08 ;    7.33 ;     ;       5 ;   4.6;  w ;4.6; 0.25 ;  CPTI08
 1914 ;   10; 27;   1;    12;  45.08 ;    7.33 ;     ;       5 ;   4.7;  w ;4.7; 0.25 ;  CPTI08
 1914 ;   11; 29;   3;    21;  46.12 ;    7.07 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    1;  2;  19;     6;  43.20 ;   -6.30 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1915 ;    1; 18;  22;    35;  47.18 ;    7.50 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    2;  5;   2;    15;  46.33 ;    9.20 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    2; 14;  12;    43;  46.85 ;    8.55 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1915 ;    3; 28;   4;    33;  42.56 ;    0.63 ;     ;       7 ;      ;    ;5.2;      ;    IGC1
 1915 ;    6; 13;  14;    15;  48.33 ;    8.99 ;   11;     5.5 ;      ;    ;3.8;      ;     Ley
 1915 ;    6; 15;    ;      ;  42.20 ;   -2.50 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1915 ;    6; 16;   3;    27;  46.27 ;    7.43 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    6; 20;  19;    39;  47.30 ;    9.60 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    6; 24;  21;     0;  46.95 ;    8.62 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    6; 26;  13;    40;  46.95 ;    8.62 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1915 ;    7;  4;  17;    56;  46.95 ;    8.62 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    7; 22;   9;    10;  46.27 ;    7.07 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;    8; 25;   2;    13;  46.10 ;    7.06 ;     ;         ;   4.6;  w ;4.6;      ;   BBG05
 1915 ;   10; 10;  23;     8;  44.73 ;   10.47 ;     ;       6 ;     5;  w ;5.0; 0.22 ;  CPTI08
 1915 ;   10; 23;   8;    19;  46.30 ;    7.57 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;   10; 23;   8;    31;  46.28 ;    7.50 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;   10; 24;   7;    49;  46.30 ;    7.50 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;   10; 24;   7;    55;  46.30 ;    7.50 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1915 ;   12;  6;   4;      ;  41.87 ;   -8.83 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1916 ;    1;  9;   9;    11;  47.00 ;    7.25 ;   12;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1916 ;    3;  1;  20;    53;  46.85 ;    6.03 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1916 ;    3; 10;   0;    55;  46.12 ;    7.03 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1916 ;    5; 20;  18;    30;  47.90 ;   -3.42 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1916 ;    7; 27;  18;    38;  44.10 ;   10.50 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1916 ;    8; 19;   5;    30;  44.30 ;    7.05 ;     ;     5.5 ;   4.6;  w ;4.6; 0.25 ;  CPTI08
 1917 ;    2;  9;   8;     0;  47.00 ;    8.30 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1917 ;    2; 10;  18;    55;  46.88 ;    8.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    2; 11;   5;    20;  46.77 ;    9.45 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    2; 22;   4;    38;  46.88 ;    8.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    2; 26;  19;    55;  47.00 ;    9.10 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1917 ;    4;  3;  20;    45;  46.62 ;   10.38 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    5; 14;  21;    27;  46.88 ;    8.25 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    6; 13;  19;     3;  46.88 ;    8.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    6; 13;  21;    14;  46.88 ;    8.25 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    6; 14;   5;    21;  46.88 ;    8.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    6; 20;  23;     9;  47.61 ;    9.10 ;     ;       5 ;   4.1;  w ;4.1;      ; ECOS-09
 1917 ;    6; 22;  18;    38;  46.88 ;    8.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    7;  2;   9;    57;  46.88 ;    8.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    8;  9;   7;    37;  46.88 ;    8.23 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    9;  6;  21;    27;  46.98 ;    8.95 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;    9; 24;   4;    20;  46.72 ;    6.63 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;   10; 23;  22;    42;  41.20 ;    2.28 ;     ;       6 ;      ;    ;4.6;      ;   IGN10
 1917 ;   12;  7;  12;    15;  46.81 ;   10.35 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1917 ;   12;  9;  21;    40;  46.46 ;    9.78 ;   15;       6 ;   4.6;  w ;4.6;      ; ECOS-09
 1917 ;   12; 10;   4;    30;  46.60 ;    9.90 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1917 ;   12; 26;   9;    20;  46.48 ;    9.78 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1918 ;    1; 13;  12;      ;  45.33 ;    9.50 ;     ;     4.5 ;   4.6;  w ;4.6; 0.25 ;  CPTI08
 1918 ;    2;  2;  22;    43;  46.18 ;    7.63 ;     ;       4 ;   3.5;  w ;3.5;      ; ECOS-09
 1918 ;    2;  3;  19;    14;  46.75 ;    9.45 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1918 ;    3; 11;  13;    14;  46.77 ;    6.88 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1918 ;    4; 24;  14;    21;  45.78 ;    9.63 ;     ;       6 ;     5;  w ;5.0; 0.21 ;  CPTI08
 1918 ;    8;  7;  19;    14;  46.43 ;    9.76 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1918 ;    8; 14;  14;    12;  47.00 ;    8.30 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1918 ;    9; 26;   0;    16;  47.30 ;   10.30 ;    6;       6 ;      ;    ;4.1;      ;     Ley
 1918 ;   10; 21;  20;    21;  45.95 ;    7.20 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1918 ;   11; 13;  20;    19;  46.03 ;    7.70 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
