# Creation Date: Wed Nov 19 16:44:21 2014
# Data from the EMEC Catalogue (Gruenthal, G. & Wahlstroem, R., 2012)
# Contact address: ggrue@gfz-potsdam.de
# For technical questions: lemgo@gfz-potsdam.de
------------------------------------------------------------------------------------------------
# Indices at original magnitudes M_orig: w for Mw or Mo, L for ML, S for MS, b for mb, d for Md.
# The focal depth is given in km.
------------------------------------------------------------------------------------------------
# Requested data:
# Coordinate Range Lat: 28/40 Lon: 30/40
# Time: 1000 - 2006
# File Format:
# year;month;day;hour;minute;latitude;longitude;depth;intensity;M_orig;type;Mw ;Mw_err;reference
------------------------------------------------------------------------------------------------
 1964 ;    6; 28;  11;    15;  34.77 ;   32.35 ;   65;         ;     5;  w ;5.0;      ;     Pou
 1964 ;    7; 16;  17;    40;  36.14 ;   30.78 ;   72;         ;   4.8;  w ;4.8;      ;   KOERI
 1964 ;    7; 28;   2;     1;  34.64 ;   32.25 ;   52;         ;   4.6;  w ;4.6;      ;     Pou
 1964 ;    8; 22;  10;    14;  36.93 ;   30.60 ;  133;         ;   4.3;  w ;4.3;      ;   KOERI
 1964 ;    9; 19;  16;    57;  37.50 ;   40.00 ;   30;         ;   4.7;  w ;4.7;      ;   KOERI
 1964 ;    9; 23;   1;    41;  34.20 ;   32.70 ;   67;         ;   4.9;  w ;4.9;      ;     Pou
 1964 ;   10;  3;   3;    57;  38.01 ;   38.24 ;   25;         ;   4.5;  w ;4.5;      ;   KOERI
 1964 ;   10; 18;  17;    31;  31.50 ;   32.50 ;     ;         ;   4.2;  S ;4.9;      ;     AMA
 1964 ;   11; 17;  22;    50;  36.81 ;   35.33 ;     ;         ;   4.8;  w ;4.8;      ;   KOERI
 1964 ;   11; 17;  22;    52;  34.95 ;   35.08 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1964 ;   12; 15;   7;     0;  39.50 ;   36.50 ;   30;         ;   4.6;  w ;4.6;      ;   KOERI
 1964 ;   12; 15;  17;    31;  36.46 ;   34.80 ;   41;         ;   4.6;  w ;4.6;      ;     Pou
 1964 ;   12; 30;   1;    14;  36.40 ;   34.20 ;  128;         ;     5;  w ;5.0;      ;   KOERI
 1965 ;    1; 25;  12;    18;  34.56 ;   32.84 ;   20;         ;     5;  w ;5.0;      ;     Pou
 1965 ;    3; 17;   3;    52;  34.64 ;   32.30 ;   52;         ;   4.8;  w ;4.8;      ;     Pou
 1965 ;    3; 26;  20;    29;  36.82 ;   30.94 ;  111;         ;   5.2;  w ;5.2;      ;   KOERI
 1965 ;    4;  1;   1;    11;  35.95 ;   35.77 ;   40;         ;   4.4;  w ;4.4;      ;     Pou
 1965 ;    5;  2;  11;    52;  33.30 ;   35.30 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1965 ;    5; 16;  11;    29;  38.16 ;   38.98 ;   26;         ;   5.2;  w ;5.2;      ;   KOERI
 1965 ;   10; 17;  11;    23;  38.08 ;   38.50 ;   41;         ;   4.9;  w ;4.9;      ;   KOERI
 1965 ;   11; 25;   2;     6;  37.24 ;   36.22 ;   50;         ;   4.7;  w ;4.7;      ;   KOERI
 1966 ;    1; 25;  11;    24;  30.20 ;   31.50 ;     ;         ;     3;  S ;4.2;      ;     AMA
 1966 ;    4;  8;  13;    46;  35.81 ;   30.99 ;   50;         ;   4.7;  w ;4.7;      ;   KOERI
 1966 ;    5;  9;   3;    51;  37.05 ;   30.98 ;  132;         ;   5.1;  w ;5.1;      ;   KOERI
 1966 ;    6; 26;  13;    17;  36.84 ;   35.92 ;   58;         ;   4.8;  w ;4.8;      ;   KOERI
 1966 ;   11;  3;  13;    17;  38.97 ;   31.10 ;    9;         ;   4.8;  w ;4.8;      ;   KOERI
 1966 ;   11; 30;  17;    16;  33.90 ;   36.20 ;     ;         ;   4.8;  w ;4.8;      ;     Pou
 1966 ;   12; 26;   7;     6;  33.00 ;   32.00 ;     ;         ;   4.7;  L ;4.4;      ;     AFS
 1966 ;   12; 29;   7;    41;  36.10 ;   30.70 ;   74;         ;   4.6;  w ;4.6;      ;   KOERI
 1966 ;   12; 29;   7;    43;  36.10 ;   30.70 ;   74;         ;   4.7;  w ;4.7;      ;   KOERI
 1967 ;    2; 20;   8;    47;  34.51 ;   32.15 ;     ;         ;   4.7;  w ;4.7;      ;     Pou
 1967 ;    4;  7;  17;     7;  37.43 ;   36.17 ;   38;         ;   4.9;  w ;4.9;      ;   KOERI
 1967 ;    4;  7;  17;    40;  40.00 ;   31.00 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1967 ;    4;  7;  18;    33;  37.36 ;   36.24 ;   32;         ;     5;  w ;5.0;      ;   KOERI
 1967 ;    4; 17;  21;    37;  34.50 ;   32.84 ;   41;         ;   4.8;  w ;4.8;      ;     Pou
 1967 ;    4; 17;  22;     5;  34.52 ;   32.89 ;   16;         ;   4.4;  w ;4.4;      ;     Pou
 1967 ;    4; 18;  20;    27;  34.40 ;   32.80 ;     ;         ;   4.4;  w ;4.4;      ;     Pou
 1967 ;    6; 13;  12;    54;  39.03 ;   31.14 ;     ;         ;   4.8;  w ;4.8;      ;   KOERI
 1967 ;    6; 15;  14;    56;  34.09 ;   32.43 ;   52;         ;   4.9;  w ;4.9;      ;     Pou
 1967 ;    6; 30;   4;    24;  37.79 ;   30.54 ;   28;         ;   4.5;  w ;4.5;      ;   KOERI
 1967 ;    7;  1;   3;    24;  36.20 ;   31.30 ;   69;         ;   4.6;  w ;4.6;      ;     Pou
 1967 ;    7; 21;  20;    48;  34.42 ;   34.20 ;   10;         ;   4.6;  w ;4.6;      ;     Pou
 1967 ;    8; 26;  14;    18;  37.59 ;   30.44 ;   49;         ;   4.8;  w ;4.8;      ;   KOERI
 1967 ;   10; 20;   6;    47;  38.00 ;   38.57 ;   33;         ;   4.9;  w ;4.9;      ;   KOERI
 1967 ;   11;  3;  17;    56;  36.19 ;   31.09 ;   80;         ;   4.3;  w ;4.3;      ;     Pou
 1968 ;    2; 12;   1;    57;  36.25 ;   31.54 ;   78;         ;   4.5;  w ;4.5;      ;     Pou
 1968 ;    2; 23;   2;    41;  36.99 ;   30.55 ;   97;         ;   4.4;  w ;4.4;      ;   KOERI
 1968 ;    3; 26;  19;    37;  34.08 ;   35.47 ;   37;         ;   5.1;  w ;5.1;      ;     Pou
 1968 ;    3; 28;   0;    57;  38.10 ;   31.00 ;   10;         ;   5.3;  w ;5.3;      ;   KOERI
 1968 ;    5; 30;  12;    32;  36.30 ;   36.20 ;     ;         ;   4.7;  w ;4.7;      ;     Pou
 1968 ;    6; 16;   8;    34;  36.70 ;   34.27 ;   52;         ;   4.5;  w ;4.5;      ;   KOERI
 1968 ;    6; 18;  10;     9;  40.00 ;   33.00 ;   33;         ;   4.3;  w ;4.3;      ;   KOERI
 1968 ;    7;  8;  18;    18;  38.01 ;   38.24 ;   57;         ;   4.8;  w ;4.8;      ;   KOERI
 1968 ;    9; 17;  21;    13;  35.34 ;   31.24 ;   24;         ;   4.8;  w ;4.8;      ;     Pou
 1968 ;    9; 19;  20;    22;  35.17 ;   31.10 ;   23;         ;   4.6;  w ;4.6;      ;     Pou
 1968 ;    9; 26;   6;    42;  38.76 ;   32.60 ;   40;         ;   4.9;  w ;4.9;      ;   KOERI
 1968 ;   10;  6;  22;     7;  38.78 ;   32.59 ;   37;         ;   5.1;  w ;5.1;      ;   KOERI
 1968 ;   10; 30;  16;    51;  37.99 ;   38.56 ;     ;         ;   5.3;  w ;5.3;      ;   KOERI
 1968 ;   11;  6;  13;    41;  35.13 ;   32.73 ;   65;         ;     5;  w ;5.0;      ;     Pou
 1968 ;   12; 15;   8;     1;  36.10 ;   30.00 ;     ;         ;   4.3;  w ;4.3; 0.25 ;     Pap
 1969 ;    1;  8;   3;     4;  37.80 ;   31.10 ;   33;         ;   4.5;  w ;4.5;      ;   KOERI
 1969 ;    1; 14;   3;    22;  39.40 ;   30.10 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1969 ;    3;  4;   1;    47;  36.98 ;   31.04 ;  109;         ;   5.1;  w ;5.1;      ;   KOERI
 1969 ;    3; 12;  14;    54;  36.77 ;   31.43 ;   86;         ;   4.3;  w ;4.3;      ;   KOERI
 1969 ;    4; 23;  21;    19;  38.40 ;   31.90 ;   33;         ;   4.4;  w ;4.4;      ;   KOERI
 1969 ;    4; 24;   2;    49;  38.40 ;   31.90 ;   26;         ;   4.5;  w ;4.5;      ;   KOERI
 1969 ;    5; 15;  13;     8;  37.29 ;   35.00 ;   86;         ;   4.7;  w ;4.7;      ;   KOERI
 1969 ;    5; 19;  18;    14;  37.75 ;   35.31 ;   55;         ;   4.7;  w ;4.7;      ;   KOERI
 1969 ;    5; 24;  11;    49;  36.82 ;   35.31 ;   44;         ;   4.5;  w ;4.5;      ;   KOERI
 1969 ;    9;  5;  17;    53;  38.94 ;   37.22 ;   47;         ;   4.5;  w ;4.5;      ;   KOERI
 1969 ;   11; 30;   0;    39;  35.70 ;   35.60 ;   33;         ;   4.4;  w ;4.4;      ;   KOERI
 1969 ;   12; 11;   8;    46;  35.35 ;   31.28 ;     ;         ;   5.3;  w ;5.3;      ;     Pou
 1970 ;    1;  9;   6;    16;  30.20 ;   34.00 ;     ;         ;   4.7;  L ;4.4;      ;     AFS
 1970 ;    1; 27;  21;    21;  31.00 ;   30.00 ;     ;         ;   3.7;  S ;4.6;      ;     AMA
 1970 ;    2;  1;   3;     4;  34.49 ;   32.70 ;   17;         ;   4.8;  w ;4.8;      ;     Pou
 1970 ;    3; 18;  17;    18;  34.42 ;   32.49 ;   38;         ;   4.6;  w ;4.6;      ;     Pou
 1970 ;    3; 20;   8;    50;  36.90 ;   33.50 ;     ;         ;     6;  w ;6.0;      ;      KU
 1970 ;    3; 28;  21;    32;  38.80 ;   30.00 ;   10;         ;   4.4;  w ;4.4;      ;   KOERI
 1970 ;    3; 28;  21;    55;  38.70 ;   30.60 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1970 ;    3; 29;   2;    27;  39.01 ;   30.40 ;   33;         ;   4.7;  w ;4.7;      ;   KOERI
 1970 ;    3; 29;   2;    45;  38.35 ;   30.00 ;   40;         ;   4.4;  w ;4.4;      ;   KOERI
 1970 ;    3; 29;   5;    14;  39.40 ;   30.00 ;     ;         ;     4;  w ;4.0; 0.25 ;     Pap
 1970 ;    3; 29;   9;    40;  39.01 ;   30.00 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1970 ;    3; 30;   8;     8;  39.40 ;   30.00 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1970 ;    3; 30;  11;    27;  39.20 ;   30.30 ;   53;         ;   4.3;  w ;4.3;      ;   KOERI
 1970 ;    3; 31;   3;    38;  39.10 ;   30.00 ;     ;         ;   4.5;  w ;4.5; 0.25 ;     Pap
 1970 ;    4;  4;   3;    52;  39.70 ;   30.00 ;     ;         ;   4.8;  w ;4.8; 0.25 ;     Pap
 1970 ;    4;  4;   4;    48;  34.20 ;   33.70 ;   33;         ;   4.2;  w ;4.2;      ;     Pou
 1970 ;    4;  7;  22;    58;  39.01 ;   30.11 ;   21;         ;   4.6;  w ;4.6;      ;   KOERI
 1970 ;    4; 19;  13;    33;  40.00 ;   30.90 ;   10;         ;   5.3;  w ;5.3;      ;   KOERI
 1970 ;    4; 19;  22;     5;  38.87 ;   30.20 ;   10;         ;   4.6;  w ;4.6;      ;   KOERI
 1970 ;    4; 20;   2;    23;  38.98 ;   30.09 ;   35;         ;   4.8;  w ;4.8;      ;   KOERI
 1970 ;    4; 20;  18;    33;  38.89 ;   30.30 ;   33;         ;   4.3;  w ;4.3;      ;   KOERI
 1970 ;    4; 20;  20;     2;  39.90 ;   31.50 ;   25;         ;   5.7;  w ;5.7;      ;      KU
 1970 ;    4; 21;   1;    33;  38.89 ;   30.18 ;   28;         ;   4.5;  w ;4.5;      ;   KOERI
 1970 ;    4; 23;   7;    18;  38.94 ;   30.01 ;   32;         ;   5.2;  w ;5.2;      ;   KOERI
 1970 ;    4; 27;   9;    34;  38.98 ;   30.02 ;   32;         ;   4.6;  w ;4.6;      ;   KOERI
 1970 ;    4; 30;   0;    22;  38.80 ;   30.00 ;     ;         ;   4.8;  w ;4.8; 0.25 ;     Pap
 1970 ;    5;  8;   6;    58;  38.91 ;   30.01 ;   29;         ;   4.5;  w ;4.5;      ;   KOERI
 1970 ;    5;  8;  14;     0;  38.93 ;   30.07 ;   35;         ;   4.2;  w ;4.2;      ;   KOERI
 1970 ;    5; 14;  21;    34;  38.84 ;   30.00 ;   35;         ;   4.3;  w ;4.3;      ;   KOERI
 1970 ;    5; 20;  12;    37;  38.99 ;   30.00 ;   49;         ;   4.7;  w ;4.7;      ;   KOERI
 1970 ;    5; 28;   2;    52;  38.95 ;   30.03 ;   34;         ;   4.9;  w ;4.9;      ;   KOERI
 1970 ;    6;  9;  14;    40;  38.80 ;   30.00 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1970 ;    6; 10;  17;    44;  39.07 ;   30.20 ;   37;         ;   4.2;  w ;4.2;      ;   KOERI
 1970 ;    6; 15;  15;    59;  38.85 ;   36.88 ;   33;         ;   4.1;  w ;4.1;      ;   KOERI
 1970 ;    7;  1;  15;    50;  35.23 ;   31.29 ;   53;         ;     5;  w ;5.0;      ;     Pou
 1970 ;    7;  2;   2;    24;  38.87 ;   36.81 ;   19;         ;     5;  w ;5.0;      ;   KOERI
 1970 ;    7; 30;   5;     0;  34.40 ;   35.50 ;   33;         ;     5;  w ;5.0;      ;     Pou
 1970 ;    8;  7;   4;    53;  39.08 ;   30.01 ;   41;         ;   4.8;  w ;4.8;      ;   KOERI
 1970 ;    8; 24;  16;    36;  38.32 ;   39.45 ;   27;         ;   4.5;  w ;4.5;      ;   KOERI
 1970 ;    9;  3;   5;    32;  39.60 ;   38.78 ;   22;         ;   5.4;  w ;5.4;      ;   KOERI
 1970 ;    9;  9;   0;    12;  34.59 ;   32.21 ;   49;         ;   4.9;  w ;4.9;      ;     Pou
 1970 ;    9; 21;  11;    54;  39.71 ;   38.82 ;   15;         ;   4.3;  w ;4.3;      ;   KOERI
 1970 ;    9; 21;  19;     8;  38.80 ;   30.00 ;   27;         ;   4.5;  w ;4.5;      ;   KOERI
 1970 ;   10;  7;  10;    46;  38.01 ;   38.24 ;   33;         ;   4.6;  w ;4.6;      ;   KOERI
 1970 ;   10;  8;   2;    45;  31.39 ;   35.51 ;   10;         ;     5;  L ;4.7;      ;     AFS
 1970 ;   10; 13;   0;    53;  38.28 ;   36.98 ;   34;         ;   4.9;  w ;4.9;      ;   KOERI
 1970 ;   12;  1;  11;    57;  39.90 ;   38.93 ;   26;         ;     5;  w ;5.0;      ;   KOERI
 1970 ;   12; 27;   8;    18;  34.20 ;   33.70 ;     ;         ;   4.1;  w ;4.1;      ;     Pou
 1971 ;    1; 31;   5;    37;  37.04 ;   30.38 ;   31;         ;   4.9;  w ;4.9;      ;   KOERI
 1971 ;    2;  1;   1;    12;  37.13 ;   30.28 ;   30;         ;   4.8;  w ;4.8;      ;   KOERI
 1971 ;    2; 22;  14;    27;  37.24 ;   30.30 ;   47;         ;   5.3;  w ;5.3;      ;   KOERI
 1971 ;    3; 27;  10;    18;  30.40 ;   31.40 ;     ;         ;   3.3;  S ;4.4;      ;     AMA
 1971 ;    4; 16;  21;    27;  33.63 ;   35.43 ;    7;         ;   4.9;  w ;4.9;      ;     Pou
 1971 ;    4; 30;   6;    10;  37.76 ;   36.18 ;   60;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;    5; 12;   6;    44;  37.56 ;   30.09 ;   15;         ;   4.6;  w ;4.6;      ;   KOERI
 1971 ;    5; 12;   8;    26;  37.66 ;   30.14 ;   33;         ;   4.4;  w ;4.4;      ;   KOERI
 1971 ;    5; 12;  15;    11;  37.63 ;   30.10 ;   43;         ;   4.6;  w ;4.6;      ;   KOERI
 1971 ;    5; 13;   8;    30;  37.59 ;   30.06 ;   13;         ;   4.8;  w ;4.8;      ;   KOERI
 1971 ;    5; 15;   8;    11;  37.42 ;   30.05 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1971 ;    5; 15;  12;    19;  37.57 ;   30.06 ;   33;         ;   4.4;  w ;4.4;      ;   KOERI
 1971 ;    5; 16;  23;    28;  37.57 ;   30.03 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;    5; 20;   1;    14;  37.56 ;   30.00 ;   15;         ;   4.7;  w ;4.7;      ;   KOERI
 1971 ;    5; 23;   0;    27;  37.69 ;   30.14 ;   14;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;    5; 23;   1;     2;  37.58 ;   30.12 ;   33;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;    5; 23;   4;    26;  37.60 ;   30.02 ;   10;         ;   4.4;  w ;4.4;      ;   KOERI
 1971 ;    5; 23;   5;    19;  37.61 ;   30.12 ;     ;         ;   4.8;  w ;4.8;      ;   KOERI
 1971 ;    5; 24;  12;    49;  38.81 ;   39.51 ;   33;         ;   4.3;  w ;4.3;      ;   KOERI
 1971 ;    5; 29;  12;     6;  39.33 ;   39.98 ;   33;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;    6; 29;   9;     8;  37.11 ;   36.85 ;   35;         ;   5.3;  w ;5.3;      ;   KOERI
 1971 ;    6; 29;  11;    13;  37.33 ;   36.72 ;   12;         ;   4.8;  w ;4.8;      ;   KOERI
 1971 ;    7;  1;  23;    15;  37.17 ;   36.91 ;   37;         ;   4.8;  w ;4.8;      ;   KOERI
 1971 ;    7; 11;  20;    12;  37.16 ;   36.85 ;   19;         ;   5.3;  w ;5.3;      ;   KOERI
 1971 ;    7; 15;   6;    15;  37.20 ;   36.80 ;   34;         ;   4.9;  w ;4.9;      ;   KOERI
 1971 ;    8;  9;  11;    32;  37.58 ;   30.17 ;     ;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;    8; 17;   4;    29;  37.09 ;   36.77 ;   35;         ;   5.3;  w ;5.3;      ;   KOERI
 1971 ;    9;  5;  11;    46;  37.20 ;   30.15 ;   37;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;    9;  5;  12;    19;  37.24 ;   30.19 ;   24;         ;   4.8;  w ;4.8;      ;   KOERI
 1971 ;    9;  7;  16;    23;  32.91 ;   35.72 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1971 ;    9;  8;  17;     1;  37.22 ;   30.12 ;     ;         ;   5.2;  w ;5.2;      ;   KOERI
 1971 ;    9;  9;  15;    10;  37.34 ;   30.18 ;   49;         ;   5.5;  w ;5.5;      ;   KOERI
 1971 ;    9; 21;  16;    48;  37.27 ;   30.17 ;   42;         ;   5.1;  w ;5.1;      ;   KOERI
 1971 ;    9; 28;   5;    10;  37.21 ;   30.15 ;   32;         ;     5;  w ;5.0;      ;   KOERI
 1971 ;    9; 30;   8;    45;  37.64 ;   30.13 ;   16;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;   10;  3;  17;    18;  36.77 ;   30.12 ;   22;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;   10;  6;   1;    46;  38.22 ;   30.14 ;   19;         ;   4.9;  w ;4.9;      ;   KOERI
 1971 ;   10;  9;  22;    29;  37.24 ;   30.33 ;   11;         ;   4.5;  w ;4.5;      ;   KOERI
 1971 ;   10; 10;   2;    10;  37.16 ;   30.16 ;   31;         ;   4.3;  w ;4.3;      ;   KOERI
 1971 ;   10; 21;   7;    11;  37.92 ;   30.28 ;   33;         ;   4.7;  w ;4.7;      ;   KOERI
 1971 ;   11;  8;  17;    55;  33.31 ;   35.61 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1972 ;    2;  8;   5;    51;  33.90 ;   36.20 ;     ;         ;   4.5;  w ;4.5;      ;     Pou
 1972 ;    5; 28;   3;    14;  38.96 ;   30.04 ;   29;         ;   5.1;  w ;5.1;      ;   KOERI
 1972 ;    6; 23;   6;    50;  36.55 ;   32.25 ;   43;         ;   4.4;  w ;4.4;      ;   KOERI
 1972 ;    7; 31;  23;    55;  35.67 ;   31.23 ;   68;         ;   4.5;  w ;4.5;      ;     Pou
 1972 ;    8;  2;  15;    11;  37.71 ;   32.56 ;   30;         ;   4.4;  w ;4.4;      ;   KOERI
 1972 ;    8;  3;   2;     4;  37.76 ;   32.72 ;   44;         ;   4.3;  w ;4.3;      ;   KOERI
 1972 ;    8;  3;  21;    39;  37.85 ;   32.81 ;   34;         ;   4.8;  w ;4.8;      ;   KOERI
 1972 ;    8;  4;   5;    30;  37.79 ;   32.74 ;   41;         ;   4.4;  w ;4.4;      ;   KOERI
 1973 ;    3; 21;   8;    16;  37.15 ;   30.21 ;   32;         ;   4.4;  w ;4.4;      ;   KOERI
 1973 ;    4; 22;  22;    20;  37.15 ;   30.55 ;   32;         ;   4.4;  w ;4.4;      ;   KOERI
 1973 ;    4; 27;   0;    31;  38.65 ;   32.92 ;   29;         ;   4.9;  w ;4.9;      ;   KOERI
 1973 ;    7; 28;  18;    55;  36.06 ;   31.39 ;   77;         ;   4.6;  w ;4.6;      ;     Pou
 1973 ;    9;  2;   4;     1;  32.81 ;   35.61 ;   10;         ;   4.5;  L ;4.2;      ;     AFS
 1973 ;    9;  8;   2;     1;  36.13 ;   31.23 ;   75;         ;   4.3;  w ;4.3;      ;     Pou
 1973 ;    9; 10;   3;     2;  38.48 ;   39.64 ;   39;         ;     5;  w ;5.0;      ;   KOERI
 1973 ;    9; 18;   8;    47;  36.85 ;   30.36 ;   35;         ;   4.7;  w ;4.7;      ;   KOERI
 1973 ;   11;  8;  15;    49;  35.40 ;   35.60 ;     ;         ;   4.5;  w ;4.5;      ;     Pou
 1973 ;   11; 10;  18;    26;  37.89 ;   31.06 ;   23;         ;   4.5;  w ;4.5;      ;   KOERI
 1974 ;    1;  9;  16;     3;  34.63 ;   30.81 ;   30;         ;   4.2;  w ;4.2;      ;   KOERI
 1974 ;    1; 18;  14;    41;  37.87 ;   37.86 ;   28;         ;   4.5;  w ;4.5;      ;   KOERI
 1974 ;    2; 27;   0;    19;  38.86 ;   30.82 ;   30;         ;   4.2;  w ;4.2;      ;   KOERI
 1974 ;    4; 28;   0;    55;  36.00 ;   31.78 ;   89;         ;   4.2;  w ;4.2;      ;     Pou
 1974 ;    4; 29;  20;     4;  30.60 ;   31.60 ;     ;     5.5 ;     5;  S ;5.3;      ;     AMA
 1974 ;    6; 12;  10;    19;  34.10 ;   37.28 ;     ;         ;   4.4;  L ;4.1;      ;     AFS
 1974 ;    6; 23;  21;     6;  38.75 ;   39.17 ;   75;         ;   4.8;  w ;4.8;      ;   KOERI
 1974 ;    7; 19;   7;    40;  35.72 ;   31.52 ;   67;         ;   4.3;  w ;4.3;      ;     Pou
 1974 ;    9;  6;   5;    17;  29.91 ;   35.71 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1974 ;    9; 13;   4;    55;  37.40 ;   36.06 ;   59;         ;   4.3;  w ;4.3;      ;   KOERI
 1974 ;   10; 27;  23;    26;  39.76 ;   39.13 ;   24;         ;   4.2;  w ;4.2;      ;   KOERI
 1975 ;    1;  1;   0;    30;  33.53 ;   33.06 ;   10;         ;   5.2;  L ;4.9;      ;     AFS
 1975 ;    1;  1;   0;    30;  36.67 ;   36.49 ;   35;         ;   5.1;  w ;5.1;      ;   KOERI
 1975 ;    1; 21;  17;    50;  39.07 ;   30.67 ;   23;         ;   4.8;  w ;4.8;      ;   KOERI
 1975 ;    1; 28;  21;    12;  34.54 ;   33.81 ;   35;         ;   4.9;  w ;4.9;      ;     Pou
 1975 ;    4; 29;  18;    45;  36.90 ;   31.47 ;   30;         ;   4.2;  w ;4.2;      ;   KOERI
 1975 ;    4; 30;   4;    28;  36.19 ;   30.74 ;   61;         ;   5.9;  w ;5.9;      ;   KOERI
 1975 ;    6;  8;   2;    30;  38.27 ;   37.64 ;   28;         ;   4.3;  w ;4.3;      ;   KOERI
 1975 ;    6; 10;   6;    23;  36.13 ;   30.74 ;   40;         ;   4.1;  w ;4.1;      ;   KOERI
 1975 ;    6; 10;   8;    42;  35.98 ;   30.70 ;   37;         ;   4.3;  w ;4.3;      ;   KOERI
 1975 ;    6; 21;  16;    19;  36.11 ;   31.11 ;   34;         ;     4;  w ;4.0;      ;     Pou
 1975 ;    7; 30;  16;    25;  39.45 ;   32.13 ;     ;         ;   4.8;  w ;4.8;      ;   KOERI
 1975 ;    8; 12;  16;     6;  37.04 ;   31.16 ;  107;         ;   4.3;  w ;4.3;      ;   KOERI
 1975 ;    8; 30;  17;     5;  38.60 ;   30.18 ;    8;         ;   4.1;  w ;4.1;      ;   KOERI
 1975 ;    9; 20;   5;    40;  36.14 ;   30.73 ;   40;         ;   5.2;  w ;5.2;      ;   KOERI
 1975 ;   10; 28;  23;    41;  38.71 ;   31.01 ;   23;         ;   4.4;  w ;4.4;      ;   KOERI
 1975 ;   11;  1;   9;    39;  36.41 ;   30.78 ;     ;         ;     5;  S ;5.3;      ;      PP
 1976 ;    1; 12;  17;    50;  34.44 ;   32.63 ;   36;         ;   5.3;  w ;5.3;      ;     Pou
 1976 ;    1; 12;  20;    20;  34.38 ;   32.55 ;   47;         ;   5.3;  w ;5.3;      ;     Pou
 1976 ;    1; 26;  22;    44;  35.83 ;   31.23 ;   71;         ;   4.8;  w ;4.8;      ;     Pou
 1976 ;    4;  3;   9;    50;  37.90 ;   37.73 ;   30;         ;   4.1;  w ;4.1;      ;   KOERI
 1976 ;    7; 15;  20;    24;  37.55 ;   35.90 ;   55;         ;   4.9;  w ;4.9;      ;   KOERI
 1976 ;    7; 30;   7;    23;  36.71 ;   35.90 ;   58;         ;   4.4;  w ;4.4;      ;   KOERI
 1976 ;    9;  1;  21;    10;  35.82 ;   30.03 ;     ;         ;   4.8;  w ;4.8; 0.25 ;     Pap
 1976 ;    9;  1;  21;    12;  36.03 ;   30.02 ;     ;         ;   4.4;  w ;4.4; 0.25 ;     Pap
 1976 ;    9;  8;   0;     9;  35.90 ;   31.50 ;     ;         ;   4.6;  w ;4.6;      ;     Pou
 1976 ;    9; 10;  14;    54;  35.81 ;   31.50 ;     ;         ;   4.4;  w ;4.4;      ;     Pou
 1976 ;    9; 23;  19;    29;  36.14 ;   32.22 ;     ;         ;   4.1;  w ;4.1;      ;     Pou
 1976 ;    9; 24;  13;    40;  36.37 ;   31.81 ;   33;         ;   4.5;  w ;4.5;      ;     Pou
 1976 ;   10;  2;  10;     6;  39.47 ;   39.95 ;   53;         ;     5;  w ;5.0;      ;   KOERI
 1976 ;   10;  3;   5;    52;  36.08 ;   31.59 ;     ;         ;   4.3;  w ;4.3;      ;     Pou
 1976 ;   10;  4;  18;    38;  34.10 ;   34.39 ;   33;         ;   4.3;  w ;4.3;      ;     Pou
 1976 ;   11; 17;   1;    29;  35.39 ;   31.09 ;     ;         ;   4.5;  w ;4.5;      ;     Pou
 1977 ;    1; 21;  20;    34;  34.30 ;   32.40 ;     ;         ;   4.2;  w ;4.2;      ;     Pou
 1977 ;    2; 20;  13;     9;  34.80 ;   34.10 ;     ;         ;   4.4;  w ;4.4;      ;     Pou
 1977 ;    3; 16;  23;    59;  34.76 ;   34.04 ;     ;         ;   4.1;  w ;4.1;      ;     Pou
 1977 ;    4; 11;  16;    23;  36.91 ;   30.73 ;   90;         ;     5;  w ;5.0;      ;   KOERI
 1977 ;    5;  3;  17;    51;  36.33 ;   31.27 ;     ;         ;   4.6;  w ;4.6;      ;     Pou
 1977 ;    6;  1;  12;    54;  36.16 ;   31.30 ;   68;         ;   5.6;  w ;5.6;      ;     Pou
 1977 ;    6; 15;  11;    16;  36.00 ;   31.36 ;   10;         ;   4.5;  w ;4.5;      ;     Pou
